,Pseudo ID,Age,Gender,Occupation,Native Language,Are you a native Ehugbo Speaker?,How Fluent are you with speaking Ehugbo?,What is the highest level of education attained?,Bible Chapter Read,Audio File Name (.wav),Transcript Link,Transcript,Audio File Link,English Translation
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 1_11,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Achọrụ m na unu mata ụmụnna, na ọ bụdịgị madụ duyeri m bịa bịa-ezije oziọma madụ meteri.",https://drive.google.com/file/d/1DW37PlRstYxNF4EJ0KT2jtGt7yeLDZxQ/view?usp=drive_link,"I want you to know, brothers and sisters, that the gospel I preached is not of human origin. "
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 1_12,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ọ dịgị madụ ọọbụla m natarị ozi e na ẹka, bụgụ madụ ziri mu e, kama ọ bụ Jisọs Karaịs yaẹkaa kpuheeri mu e.",https://drive.google.com/file/d/1BxC5CLD0LqukE2XFx58BQv1P8amL91Kj/view?usp=drive_link,"I did not receive it from any man, nor was I taught it; rather, I received it by revelation from Jesus Christ."
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 1_13,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Unu hiwokokwenuru nụ otue madụ m bụwaarị na ndụ m nọrụ na-ebu na okpukpe nde Juu. Nke m garị na-akpagbu nde otu nzuko nke Chineke, na-achọ ịla a na iyi.",https://drive.google.com/file/d/1Q5XwYwfaCtTP5qxzToeX8-xe4jUI7Bkb/view?usp=drive_link,"For you have heard of my previous way of life in Judaism, how intensely I persecuted the church of God and tried to destroy it. "
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 1_14,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"A nọrụ m na-agba mbọ na ozi okpukpe nde Juu karịa ntụtụ madụ mụa wo bụ ẹlịa, na-ebu isi kpụlịkpụlị na ihe bayeri idebe omenalị nde nnadoche ayị wo na ohu.",https://drive.google.com/file/d/1QAqkTqFM1eiss_f5xUClg25w4SUiFHqH/view?usp=drive_link,I was advancing in Judaism beyond many of my own age among my people and was extremely zealous for the traditions of my fathers. 
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 1_15,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ọbụ na o ruru mgbe Chineke Onye hiri na ẹhọ neewo kewefute m, hite na ẹwụọma a, ya o ku m maka na o heri e,",https://drive.google.com/file/d/1xqkI_Jp_8IncPEZby3iYHcIdyKk2iYQz/view?usp=drive_link,"But when God, who set me apart from my mother’s womb and called me by his grace, was pleased "
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 1_16,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"ya o kpuheeri m, gusi m Onye ọkpara a bụ, na mụ enwo ike izise oziọma bayeri e na alị nde aabụgụ nde Juu, ka ọọdị madụ ọọbụla m jeri je-akụta isi.",https://drive.google.com/file/d/14xPRHokIgToNE7ruZ5btFswrwb8HSwoC/view?usp=drive_link,"to reveal his Son in me so that I might preach him among the Gentiles, my immediate response was not to consult any human being. "
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 1_17,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ọ dịkọkwanụgụ mgbe m nyikogeeri na Jerusalẹm ije je-ahụ ndem buru m ụzọ bụrụ ndeozi Karaịs, kama agaarị m jege alị Arabịa, nọtụ m lahachichee na Damaskọs.",https://drive.google.com/file/d/1yYZbWg1zmDfkTObBi87AjPWkvZq7nNKF/view?usp=drive_link,"I did not go up to Jerusalem to see those who were apostles before I was, but I went into Arabia. Later I returned to Damascus."
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 1_18,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ọ bụrụrị mgbe ahọ ẹtọ gadụụrụ ta m garị jege Jerusalẹm kpakwuru Pita, mụa ya je anọa abalị irile ise.",https://drive.google.com/file/d/1ErcT0OZ-aqttqRkn7n-yOoZFQkw8Fw9u/view?usp=drive_link,"Then after three years, I went up to Jerusalem to get acquainted with Peter and stayed with him fifteen days. "
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 1_19,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,Onyeozi Karaịs ọzọkwam m jekwuru bụrụ Jems bụ nwane nwoke Onyenwoayị.,https://drive.google.com/file/d/1yo5hPjponC9SuqzjNQN9fCXch5gbLYDh/view?usp=drive_link,"I saw none of the other apostles—only James, the Lord’s brother. "
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 1_20,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Chineke bụ onye m guzo na ihu e maarị na ihe m na-ederi unu na ẹkwụkwọ a bụ eziokwu, na agagị m ụga.",https://drive.google.com/file/d/10lJcDfQldN7BKJb3ZUh-8QvotsTTOR3Y/view?usp=drive_link,I assure you before God that what I am writing you is no lie.
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 1_21,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Emedue, m garị na-eje ọnụmara Siria yaa Silisia.",https://drive.google.com/file/d/1b4RTPPLUWTdYvsoLtEmBChVjNgSSUFl-/view?usp=drive_link,Then I went to Syria and Cilicia. 
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 1_22,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,Nde chọchịga na ohu nọrụ na Judia nọ na ime Karaịs adịdịgị ma ọ bụgụ onye aanị na ime wo maarị onye m bụ. ,https://drive.google.com/file/d/1_UDvZl-Cq1L60g5pb_yEQLW1dCjaF8nx/view?usp=drive_link,I was personally unknown to the churches of Judea that are in Christ. 
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 1_23,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ihe wo maarịm bụ na nde madụ nọrụ na-asị, “Nwoke m nọrụ na-akpagbu nde otu nzuko nke Onyenwoayị na-ezisezukwe oziọma nke okwukwem na Karaịs ọ nọrụ na-achọ nke ọ je-ọga kpochefuu.”",https://drive.google.com/file/d/1CMjETEEr6_mIw17eODV2kMLjJlB22bkL/view?usp=drive_link,They only heard the report: “The man who formerly persecuted us is now preaching the faith he once tried to destroy.” 
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 1_24,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,Wo toe Chineke otuto hiri ne maka m.,https://drive.google.com/file/d/1g8C6kK9fMHcWbHtKgt9CKTXBCagwPHjZ/view?usp=drive_link,And they praised God because of me.
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_1,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Mgbe ahọ irile ẹnọ gadụụrụ, m garị jegechee Jerusalẹm mụa Banabas, Taịtus sokoru ayị je.",https://drive.google.com/file/d/1ffAT6qkSgpwR6H4Tha9-Los_06fPZVbp/view?usp=drive_link,"Then after fourteen years, I went up again to Jerusalem, this time with Barnabas. I took Titus along also. "
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_2,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ejeri m ya njem mu maka na Chineke kpuheeri mu e. M jege je-atụsaarị wo oziọmam m nọrụ na-ezige nde aabụgụ nde Juu. Mụa nde bụrụ ahịaga ọkpọtọkpọ oke nde isi nke nzuko nke Onyenwoayị hụtakọdụa ihu la ihu, na mụ emedukwee bụrụ onye gbarị ọsọ na amaka.",https://drive.google.com/file/d/1xNLki1vi8zNh2jDqtX-YnELneZAPvSmg/view?usp=drive_link,"I went in response to a revelation and, meeting privately with those esteemed as leaders, I presented to them the gospel that I preach among the Gentiles. I wanted to be sure I was not running and had not been running my race in vain. "
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_3,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ọ dịdịgị mgbe a sịrị na Taịtus mụa ya yịrị bụrụ onye Giriki, aabụdịgị onye Juu je-esie ọnutu e ẹɦụm nde Juu na-eme na omenalị Chineke nịrị wo.",https://drive.google.com/file/d/1SMgdiRLky43iAIUDWRNAgW_6nd7gHTGf/view?usp=drive_link,"Yet not even Titus, who was with me, was compelled to be circumcised, even though he was a Greek. "
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_4,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"A paliteri ụka bayeri osise ọnutu na mgbe nde ụmụnna ụfọdị aabụgụ nde ezibe ụmụnna, gaarị bịa na-enyovu onwunworu onwonye ayị debeeri onwaayị na ime Karaịs Jisọs, na-achọ na wo debe ayị nde ohu.",https://drive.google.com/file/d/1KLK2Hal91FwzuS8XRgaxTK9UUb64-xX5/view?usp=drive_link,This matter arose because some false believers had infiltrated our ranks to spy on the freedom we have in Christ Jesus and to make us slaves. 
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_5,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ayị ekweyediirigi wo ma ọ hagịnwa tịkọọ maka na ayị chọrụ na eziokwu nke oziọma a ruru unu ẹka, fụtarị unu ihe.",https://drive.google.com/file/d/10VEQzPzgxwJAbqUMKeKA64uKButKCiGd/view?usp=drive_link,"We did not give in to them for a moment, so that the truth of the gospel might be preserved for you."
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_6,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Nde dịka ọ bụ wo sofuteri isi karịdụa na ya ozi e adịgị ihe wo fụtaarị m, maka na Chineke ekpegi ikpe na nke ihe dị na ẹnya madụ. Ya ndem adịgị ihe wo yekoru na ozi m.",https://drive.google.com/file/d/1wPU3ibAkPI9Y5W1km24sbvFYHJqbhzur/view?usp=drive_link,As for those who were held in high esteem—whatever they were makes no difference to me; God does not show favoritism—they added nothing to my message. 
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_7,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ọbụ na wo medueri chọfụta na eziri m ozi e je ezie nde aabụgụ nde Juu oziọma, na ọ bụkọkwanụ ya Chineke aanịm zikoru Pita ozie je ezie nde Juu.",https://drive.google.com/file/d/1LknAi8x_6ooVEgX3mR5C5Gr0o93F0p4I/view?usp=drive_link,"On the contrary, they recognized that I had been entrusted with the task of preaching the gospel to the uncircumcised, just as Peter had been to the circumcised."
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_8,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Na ya Chineke m ziri Pita jekwuru nde Juu dịka onyeozi Karaịs, bụ a zikoru m jekwu nde aabụgụ nde Juu dịka onyeozi Karaịs.",https://drive.google.com/file/d/1fp5WS4oyX6GPKceg_pbHqwX3UruQIox3/view?usp=drive_link,"For God, who was at work in Peter as an apostle to the circumcised, was also at work in me as an apostle to the Gentiles. "
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_9,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Jems yaa Pita maa Jọn bụrụ ahịaga nde bụ isi-sekpu-ntị na ime nzuko nke Onyenwoayị medueri chọfụta na Chineke nworu ihe o yeri m na ẹka, wo nabata mụa Banabas, ayịa wo yịrị na-arụ ọrụ. Wo jayecheeri ayị ayị zije nde aabụgụ nde Juu oziọma na woande zije nde Juu oziọma wo.",https://drive.google.com/file/d/1GwK2fVAHcKrD9BpVivyHOuG8OnGNlkDY/view?usp=drive_link,"James, Peter and John, those esteemed as pillars, gave me and Barnabas the right hand of fellowship when they recognized the grace given to me. They agreed that we should go to the Gentiles, and they to the circumcised. "
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_10,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Ihe wo jayecheeri ayị bụ ayị rịtaje nde ọdịgị nke ọha wo na ozi aayị, bụkọkwanụ ihe nọrụ na-adị m na obu mgbe ọọbụla na mụ emeje.",https://drive.google.com/file/d/1A1B_T6SouOG0YlnxnPf0hDK3qjBuLXjJ/view?usp=drive_link,"All they asked was that we should continue to remember the poor, the very thing I had been eager to do all along."
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_11,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Mgbe Pita bịarị na Antịọk, m guzogidie ihu la ihu maka otue ẹgwa ọ kparị eekwesidigi ekwesi.",https://drive.google.com/file/d/1LRyCNKXT2dZ_a3oyfK1D8ezO5fiKJwCs/view?usp=drive_link,"When Peter came to Antioch, I opposed him to his face, because he stood condemned. "
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_12,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"O hiri na-amayekote ẹka na ụsarị nri yaa nde aabụgụ nde Juu na-esoko ụzọ Onyenwoayị ma a na-eri nri. Ya o rue mgbe nde Juu nde Jems duyeri ozi bịarị, Pita kwobezu ụjọ ihe ya ndem ka ekweyeri na osise ọnutu je-asị, ka ookwesi amayekote ẹka na ụsarị nri yaa nde aabụgụ nde Juu.",https://drive.google.com/file/d/1tfWeW_wCju-ig-e-_et0jpk93oM4b5hT/view?usp=drive_link,"For before certain men came from James, he used to eat with the Gentiles. But when they arrived, he began to draw back and separate himself from the Gentiles because he was afraid of those who belonged to the circumcision group. "
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_13,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,Pita yaa nde Juu ọzọmga na-egwuchi gwuchizu onwowo nke na wo ratakọzuru Banabas ya o so wo na ya ndụ mma ihu ẹbọọm.,https://drive.google.com/file/d/1fOYaw4-NCPE5p9MCxGO2CLVSeYAHm1Am/view?usp=drive_link,"The other Jews joined him in his hypocrisy, so that by their hypocrisy even Barnabas was led astray."
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_14,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"Mgbe m hụrụ ihe nọrụ na-agba, na wo anọsịdịgị na-eme ihe eziokwu nke oziọma ziri, m chịrị a wụhakọarịm Pita ihu la ihu na ihu madụ oohu sị a, “Pita, ị bụ onye Juu, ọbụ na i na-ibuzu ndụ gụ ka onye aabụgụ onye Juu. Ndakwanụa nke ị garị na-achọ na i kwogide nde aabụgụ nde Juu na wo debeje omenalị nde Juu?”",https://drive.google.com/file/d/1LUwbAK0hc9yzVcdZaTPDdhTNHjI5v2Oy/view?usp=drive_link,"When I saw that they were not acting in line with the truth of the gospel, I said to Peter in front of them all, “You are a Jew, yet you live like a Gentile and not like a Jew. How is it, then, that you force Gentiles to follow Jewish customs?"
,1,63,Male,Clergy,Ehugbo,Yes,5,University/ Polytechnic (Bachelor's),"Galatians Chapter 1,2, 3 vs 1-14",Galatians 2_15,https://docs.google.com/spreadsheets/d/1CMg99nrYW8L7zJ9LJA129iNVMoHC88Qk/edit?usp=drive_link&ouid=111200986286801467813&rtpof=true&sd=true,"“Ayịande bụ amụrụ amụ alị Juu aabụgụ nde mba ọzọ bụ ‘nde ihe ọjọọ’,",https://drive.google.com/file/d/1HTFFDFgcoW6ysQavvy-9zFugeXVyqSJV/view?usp=drive_link,“We who are Jews by birth and not sinful Gentiles 
